,post_url,media_type,duration,mime_type,thumbnail,video_url,image_url,post,author,media,stats
0,https://www.linkedin.com/posts/sean-goldfaden_rick-smiths-tips-for-vc-success-activity-7340415388322586627-wkmA,document,,,,,,"{'id': '7340415388322586627', 'url': 'https://www.linkedin.com/posts/sean-goldfaden_rick-smiths-tips-for-vc-success-activity-7340415388322586627-wkmA', 'created_at': {'timestamp': 1750094932487, 'date': '2025-06-16 19:28:52', 'relative': '4d'}, 'text': '“There’s nothing more fun than saying yes.\nBut most of the job… is saying no.”\nRick Smith, Co-Founder of Crosscut Ventures\n\nLet that sink in 👇\n\nVC looks glamorous from the outside.\n\nRaise a fund. Write checks. Build a portfolio of hot startups.\n\nBut according to Rick — that’s not the job.\n\nThe job is passing.\n\nSticking to your strike zone.\n\nSaying no when everything in you wants to say yes.\n\nIn our latest episode of Demo Day, Rick broke down the 4 things every great deal needs:\n✅ Market\n✅ Product\n✅ Team\n✅ Valuation\n\nHere’s the wild part…\n\nEven if a company is GREAT —\n\nif the entry price is wrong, the investment doesn’t work.\n\nIt’s possible to back a unicorn…\n\nand still lose money.\n\nThat’s why Rick plays the long game.\n\nAnd when he misses a winner?\n\nHe doesn’t second guess — as long as he followed his process.\n\n🎧 Full episode is now live. \n\n📥 Link in the comments.\n\n#VentureCapital #StartupInvesting #Fundraising #Founder #Investing #Investments #Podcast', 'type': 'document'}","{'name': 'Sean Goldfaden', 'headline': 'Founder - CEO @ CoEfficient Labs | Paid Ads & UGC Videos 🚀', 'profile_url': 'https://www.linkedin.com/in/sean-goldfaden?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAASVTDoBTwYXPTYdASXIKvTTral7w_Y8M94', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5635AQHFXXpUa4D9dA/profile-framedphoto-shrink_800_800/B56ZeBAD3QHUAg-/0/1750215966476?e=1751047200&v=beta&t=VaD0zJQbWg-5WCtvRUH4lasRVX96vUu9--3HUnc5px4', 'followers': None, 'company_id': None}","[{'type': 'document', 'title': ""Rick Smith's Tips for VC Success"", 'thumbnail': 'https://media.licdn.com/dms/image/v2/D4E1FAQGzGZYPsxJ7Hw/feedshare-document-cover-images_1920/B4EZdgPaZFHYA4-/0/1749666361821?e=1751047200&v=beta&t=UdbnQGTtgrck4r-4BUQMrRxhE7qtIDquc4iIApyToH0', 'url': 'https://media.licdn.com/dms/document/media/v2/D4E1FAQGzGZYPsxJ7Hw/feedshare-document-url-metadata-scrapper-pdf/B4EZdgPaZFHYA8-/0/1749666352938?e=1751047200&v=beta&t=wCDf2aacaWvu-2CLzRXowDPSVtW4Yd49Sbryw0tZQtI'}]","{'total_reactions': 8, 'reactions': {'like': 8, 'appreciation': 0, 'empathy': 0, 'interest': 0, 'praise': 0, 'entertainment': 0}, 'comments': 1, 'shares': 0}"
1,https://www.linkedin.com/posts/sean-goldfaden_founder-leadgen-marketing-activity-7339320686634573826-VHsY,video,279166,video/mp4,,https://dms.licdn.com/playlist/vid/v2/D5605AQGRBc9Zmx7hDg/mp4-720p-30fp-crf28/B56ZdXI2jUGoBg-/0/1749513807561?e=1751047200&v=beta&t=zAQ3kQstf573pLcxlMqagTeGc9dGQqQWHcLagfpgylo,,"{'id': '7339320686634573826', 'url': 'https://www.linkedin.com/posts/sean-goldfaden_founder-leadgen-marketing-activity-7339320686634573826-VHsY', 'created_at': {'timestamp': 1749835736269, 'date': '2025-06-13 19:28:56', 'relative': '1w'}, 'text': 'We showed up to hire students… \nand left with leads.\nAt Loyola Marymount University’s career expo, we had one goal:\n\n→ Meet great talent.\n\nBut what we didn’t expect?\n\nThe real value wasn’t just in the students…\n\nIt was in the other tables:\n- Recruiters\n- Sales leaders\n- Executives\n\nAll from companies we could actually help.\n\nSo we did what we always do:\n- Talked to everyone\n- Got the emails\n- Shared what makes us different\n\nNo fancy booth.\n\nNo hard sell.\n\nJust authentic connection.\n\nBecause whether it’s a job fair, a lunch meeting, or a yoga studio (yep, met someone from YogaWorks)...\n\n→ It’s all a stage if you treat it like one.\n\nIf you want new business, new intros, new growth—\n\nYou can’t wait for the “right moment.”\n\nYou need to make the moment.\n\n❤️\n\n#founder #leadgen #marketing #b2bmarketing #entrepreneurship', 'type': 'video'}","{'name': 'Sean Goldfaden', 'headline': 'Founder - CEO @ CoEfficient Labs | Paid Ads & UGC Videos 🚀', 'profile_url': 'https://www.linkedin.com/in/sean-goldfaden?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAASVTDoBTwYXPTYdASXIKvTTral7w_Y8M94', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5635AQHFXXpUa4D9dA/profile-framedphoto-shrink_800_800/B56ZeBAD3QHUAg-/0/1750215966476?e=1751047200&v=beta&t=VaD0zJQbWg-5WCtvRUH4lasRVX96vUu9--3HUnc5px4', 'followers': None, 'company_id': None}","[{'type': 'video', 'duration': 279166, 'thumbnail': None, 'video_url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQGRBc9Zmx7hDg/mp4-720p-30fp-crf28/B56ZdXI2jUGoBg-/0/1749513807561?e=1751047200&v=beta&t=zAQ3kQstf573pLcxlMqagTeGc9dGQqQWHcLagfpgylo', 'width': 1280, 'height': 720, 'mime_type': 'video/mp4', 'size': 0, 'bitrate': 1132307, 'aspect_ratio': 1.7777778}]","{'total_reactions': 2, 'reactions': {'like': 2, 'appreciation': 0, 'empathy': 0, 'interest': 0, 'praise': 0, 'entertainment': 0}, 'comments': 0, 'shares': 0}"
2,https://www.linkedin.com/posts/sean-goldfaden_venturecapital-investor-investment-activity-7338603440203304961-07Vf,video,55033,video/mp4,,https://dms.licdn.com/playlist/vid/v2/D5605AQErXAV3Hwri-Q/mp4-720p-30fp-crf28/B56ZdCbpCdHoBM-/0/1749166301834?e=1751047200&v=beta&t=UPo9sMSxzbVBpYlxmZuX9cAQ8jgu-5XAALjS3jL7stU,,"{'id': '7338603440203304961', 'url': 'https://www.linkedin.com/posts/sean-goldfaden_venturecapital-investor-investment-activity-7338603440203304961-07Vf', 'created_at': {'timestamp': 1749835739535, 'date': '2025-06-13 19:28:59', 'relative': '1w'}, 'text': 'VCs pass on countless deals throughout their careers…\nAnd inevitably, some of those passes become massive wins.\nHere are the 3 questions Rick Smith asks himself when a pass wins big:\n\n1. Did we even see the deal?\n- If not, why not? Was it in our network? In our market? That’s a sourcing gap.\n\n2. Was it in our strike zone?\n- Right stage, right sector, right founder? If not, maybe it just wasn’t a fit.\n\n3. Did we follow our process?\n- If yes, then even a miss is a win. Because consistency > regret.\n\n💡 The takeaway: Don’t obsess over what you didn’t do.\n\nObsess over having a repeatable process — and sticking to it.\n\n🎥 Full Demo Day Podcast episode with Rick Smith (Co-Founder of Crosscut Ventures) in the comments!\n\n#venturecapital #investor #investment #VC #startup #entrepreneur #founder', 'type': 'video'}","{'name': 'Sean Goldfaden', 'headline': 'Founder - CEO @ CoEfficient Labs | Paid Ads & UGC Videos 🚀', 'profile_url': 'https://www.linkedin.com/in/sean-goldfaden?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAASVTDoBTwYXPTYdASXIKvTTral7w_Y8M94', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5635AQHFXXpUa4D9dA/profile-framedphoto-shrink_800_800/B56ZeBAD3QHUAg-/0/1750215966476?e=1751047200&v=beta&t=VaD0zJQbWg-5WCtvRUH4lasRVX96vUu9--3HUnc5px4', 'followers': None, 'company_id': None}","[{'type': 'video', 'duration': 55033, 'thumbnail': None, 'video_url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQErXAV3Hwri-Q/mp4-720p-30fp-crf28/B56ZdCbpCdHoBM-/0/1749166301834?e=1751047200&v=beta&t=UPo9sMSxzbVBpYlxmZuX9cAQ8jgu-5XAALjS3jL7stU', 'width': 720, 'height': 1280, 'mime_type': 'video/mp4', 'size': 0, 'bitrate': 852824, 'aspect_ratio': 0.5625}]","{'total_reactions': 0, 'reactions': {'like': 0, 'appreciation': 0, 'empathy': 0, 'interest': 0, 'praise': 0, 'entertainment': 0}, 'comments': 1, 'shares': 1}"
3,https://www.linkedin.com/posts/sean-goldfaden_venturecapital-startup-founders-activity-7337878685523316736-y6LZ,image,,,,,https://media.licdn.com/dms/image/v2/D5622AQFpwvP89T15fw/feedshare-shrink_2048_1536/B56ZdCWa.zHoAo-/0/1749164867478?e=1753315200&v=beta&t=L5_Uw4BZl8r-6isG1syH9-Bqxx7Zhzj3shTZMJJO5hI,"{'id': '7337878685523316736', 'url': 'https://www.linkedin.com/posts/sean-goldfaden_venturecapital-startup-founders-activity-7337878685523316736-y6LZ', 'created_at': {'timestamp': 1749835744837, 'date': '2025-06-13 19:29:04', 'relative': '1w'}, 'text': ""Ever thought about launching your own VC fund?\nYou need to hear what Rick Smith shared 👇🏻\n\nIn one of our most honest convos yet, Rick walks through the real challenges of being a first-time VC — and how to survive long enough to raise Fund II.\n\nHighlights from the episode:\n- How Crosscut Ventures almost didn’t make it\n- Why Fund II is the hardest to raise (and what gets you there)\n- The mindset shift that made Rick a better investor\n- What most junior VCs get wrong about breaking into the industry\n- Why “swinging bigger” is the only path forward\n\nWhether you're raising a fund, building a startup, or dreaming of doing both — this episode is required listening.\n\n→ Link in the comments!\n\n#venturecapital #startup #founders #fundraising #investing #vcfund #investor"", 'type': 'image'}","{'name': 'Sean Goldfaden', 'headline': 'Founder - CEO @ CoEfficient Labs | Paid Ads & UGC Videos 🚀', 'profile_url': 'https://www.linkedin.com/in/sean-goldfaden?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAASVTDoBTwYXPTYdASXIKvTTral7w_Y8M94', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5635AQHFXXpUa4D9dA/profile-framedphoto-shrink_800_800/B56ZeBAD3QHUAg-/0/1750215966476?e=1751047200&v=beta&t=VaD0zJQbWg-5WCtvRUH4lasRVX96vUu9--3HUnc5px4', 'followers': None, 'company_id': None}","[{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQFpwvP89T15fw/feedshare-shrink_2048_1536/B56ZdCWa.zHoAo-/0/1749164867478?e=1753315200&v=beta&t=L5_Uw4BZl8r-6isG1syH9-Bqxx7Zhzj3shTZMJJO5hI'}]","{'total_reactions': 20, 'reactions': {'like': 18, 'appreciation': 0, 'empathy': 0, 'interest': 1, 'praise': 1, 'entertainment': 0}, 'comments': 3, 'shares': 1}"
4,https://www.linkedin.com/posts/sean-goldfaden_such-a-shoot-with-mastercard-dave-need-activity-7336861550541946880-K1EQ,image,,,,,https://media.licdn.com/dms/image/v2/D5622AQEydDyE3iA2JQ/feedshare-shrink_2048_1536/B56ZdHEsnfGsAo-/0/1749244105276?e=1753315200&v=beta&t=gXCZDdxDEC7I2sVI3Srdd2h7MW6BOXHF5KjEphony2A,"{'id': '7336861550541946880', 'url': 'https://www.linkedin.com/posts/sean-goldfaden_such-a-shoot-with-mastercard-dave-need-activity-7336861550541946880-K1EQ', 'created_at': {'timestamp': 1749835748935, 'date': '2025-06-13 19:29:08', 'relative': '1w'}, 'text': 'Such a 🔥 shoot with Mastercard & Dave.\nNeed video & product photography? We got you ⬇️ \n\nHuge huge huuuuge shoutout to our team.\n\nWhat a flawless execution.\n\nJen Goldfaden, Franco Patino, & Joel DeVries.\n\nYou three are magic!\n\n❤️', 'type': 'image'}","{'name': 'Sean Goldfaden', 'headline': 'Founder - CEO @ CoEfficient Labs | Paid Ads & UGC Videos 🚀', 'profile_url': 'https://www.linkedin.com/in/sean-goldfaden?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAASVTDoBTwYXPTYdASXIKvTTral7w_Y8M94', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5635AQHFXXpUa4D9dA/profile-framedphoto-shrink_800_800/B56ZeBAD3QHUAg-/0/1750215966476?e=1751047200&v=beta&t=VaD0zJQbWg-5WCtvRUH4lasRVX96vUu9--3HUnc5px4', 'followers': None, 'company_id': None}","[{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQEydDyE3iA2JQ/feedshare-shrink_2048_1536/B56ZdHEsnfGsAo-/0/1749244105276?e=1753315200&v=beta&t=gXCZDdxDEC7I2sVI3Srdd2h7MW6BOXHF5KjEphony2A'}]","{'total_reactions': 7, 'reactions': {'like': 7, 'appreciation': 0, 'empathy': 0, 'interest': 0, 'praise': 0, 'entertainment': 0}, 'comments': 0, 'shares': 0}"
